Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-03-18 11:07,Foam Rolling,1,1,0,20:00,1200 sec,,
2013-03-18 11:07,Squat,2,1,0,105 lbs x 5 reps,,105 lbs,5
2013-03-18 11:07,Squat,2,2,0,145 lbs x 5 reps,,145 lbs,5
2013-03-18 11:07,Squat,2,3,0,195 lbs x 3 reps,,195 lbs,3
2013-03-18 11:07,Squat,2,4,0,250 lbs x 5 reps,,250 lbs,5
2013-03-18 11:07,Squat,2,5,1,250 lbs x 5 reps,,250 lbs,5
2013-03-18 11:07,Squat,2,6,1,250 lbs x 2 reps,,250 lbs,2
2013-03-18 11:07,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2013-03-18 11:07,Overhead Press,3,2,0,75 lbs x 5 reps,,75 lbs,5
2013-03-18 11:07,Overhead Press,3,3,0,95 lbs x 3 reps,,95 lbs,3
2013-03-18 11:07,Overhead Press,3,4,0,130 lbs x 5 reps,,130 lbs,5
2013-03-18 11:07,Overhead Press,3,5,0,130 lbs x 4 reps,,130 lbs,4
2013-03-18 11:07,Chin-Up,4,1,0,5 reps,,,5
2013-03-18 11:07,Chin-Up,4,2,0,5 reps,,,5
2013-03-18 11:07,Chin-Up,4,3,0,5 reps,,,5
