Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-03-28 14:34,Foam Rolling,1,1,0,10:00,600 sec,,
2013-03-28 14:34,Bench Press,2,1,0,75 lbs x 5 reps,,75 lbs,5
2013-03-28 14:34,Bench Press,2,2,0,95 lbs x 5 reps,,95 lbs,5
2013-03-28 14:34,Bench Press,2,3,0,115 lbs x 3 reps,,115 lbs,3
2013-03-28 14:34,Bench Press,2,4,0,125 lbs x 5 reps,,125 lbs,5
2013-03-28 14:34,Bench Press,2,5,0,140 lbs x 5 reps,,140 lbs,5
2013-03-28 14:34,Bench Press,2,6,1,160 lbs x 10 reps,,160 lbs,10
2013-03-28 14:34,Overhead Press,3,1,0,70 lbs x 10 reps,,70 lbs,10
2013-03-28 14:34,Overhead Press,3,2,0,70 lbs x 10 reps,,70 lbs,10
2013-03-28 14:34,Overhead Press,3,3,0,70 lbs x 8 reps,,70 lbs,8
2013-03-28 14:34,Overhead Press,3,4,0,70 lbs x 7 reps,,70 lbs,7
2013-03-28 14:34,Overhead Press,3,5,0,70 lbs x 6 reps,,70 lbs,6
