Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-03-26 11:20,Foam Rolling,1,1,0,10:00,600 sec,,
2013-03-26 11:20,Deadlift,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-03-26 11:20,Deadlift,2,2,0,155 lbs x 5 reps,,155 lbs,5
2013-03-26 11:20,Deadlift,2,3,0,190 lbs x 3 reps,,190 lbs,3
2013-03-26 11:20,Deadlift,2,4,0,205 lbs x 5 reps,,205 lbs,5
2013-03-26 11:20,Deadlift,2,5,0,235 lbs x 5 reps,,235 lbs,5
2013-03-26 11:20,Deadlift,2,6,0,265 lbs x 5 reps,,265 lbs,5
2013-03-26 11:20,Squat,3,1,0,130 lbs x 10 reps,,130 lbs,10
2013-03-26 11:20,Squat,3,2,0,130 lbs x 10 reps,,130 lbs,10
2013-03-26 11:20,Squat,3,3,0,130 lbs x 10 reps,,130 lbs,10
2013-03-26 11:20,Squat,3,4,0,130 lbs x 10 reps,,130 lbs,10
2013-03-26 11:20,Squat,3,5,0,130 lbs x 10 reps,,130 lbs,10
