Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-03-04 10:02,Foam Rolling,1,1,0,10:00,600 sec,,
2013-03-04 10:02,Squat,2,1,0,95 lbs x 5 reps,,95 lbs,5
2013-03-04 10:02,Squat,2,2,0,135 lbs x 5 reps,,135 lbs,5
2013-03-04 10:02,Squat,2,3,0,185 lbs x 3 reps,,185 lbs,3
2013-03-04 10:02,Squat,2,4,0,230 lbs x 5 reps,,230 lbs,5
2013-03-04 10:02,Squat,2,5,0,230 lbs x 5 reps,,230 lbs,5
2013-03-04 10:02,Squat,2,6,0,230 lbs x 7 reps,,230 lbs,7
2013-03-04 10:02,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2013-03-04 10:02,Overhead Press,3,2,0,75 lbs x 5 reps,,75 lbs,5
2013-03-04 10:02,Overhead Press,3,3,0,95 lbs x 3 reps,,95 lbs,3
2013-03-04 10:02,Overhead Press,3,4,0,125 lbs x 5 reps,,125 lbs,5
2013-03-04 10:02,Overhead Press,3,5,0,125 lbs x 5 reps,,125 lbs,5
2013-03-04 10:02,Overhead Press,3,6,0,125 lbs x 4 reps,,125 lbs,4
2013-03-04 10:02,Chin-Up,4,1,0,5 reps,,,5
2013-03-04 10:02,Chin-Up,4,2,0,5 reps,,,5
2013-03-04 10:02,Chin-Up,4,3,0,5 reps,,,5
