Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-03-01 10:29,Foam Rolling,1,1,0,20:00,1200 sec,,
2013-03-01 10:29,Squat,2,1,0,95 lbs x 5 reps,,95 lbs,5
2013-03-01 10:29,Squat,2,2,0,135 lbs x 5 reps,,135 lbs,5
2013-03-01 10:29,Squat,2,3,0,185 lbs x 3 reps,,185 lbs,3
2013-03-01 10:29,Squat,2,4,0,225 lbs x 5 reps,,225 lbs,5
2013-03-01 10:29,Squat,2,5,0,225 lbs x 5 reps,,225 lbs,5
2013-03-01 10:29,Squat,2,6,0,225 lbs x 7 reps,,225 lbs,7
2013-03-01 10:29,Bench Press,3,1,0,95 lbs x 5 reps,,95 lbs,5
2013-03-01 10:29,Bench Press,3,2,0,135 lbs x 5 reps,,135 lbs,5
2013-03-01 10:29,Bench Press,3,3,0,172.5 lbs x 5 reps,,172.5 lbs,5
2013-03-01 10:29,Bench Press,3,4,0,172.5 lbs x 5 reps,,172.5 lbs,5
2013-03-01 10:29,Bench Press,3,5,0,172.5 lbs x 5 reps,,172.5 lbs,5
