Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Reps
2012-06-30 20:05,Foam Rolling,1,1,0,15:00,900 sec,
2012-06-30 20:05,Foam Rolling,1,2,0,15:00,900 sec,
2012-06-30 20:05,Foam Rolling,1,3,0,2:00,120 sec,
2012-06-30 20:05,Chin-Up,2,1,0,7 reps,,7
2012-06-30 20:05,Chin-Up,2,2,0,7 reps,,7
2012-06-30 20:05,Chin-Up,2,3,0,7 reps,,7
