Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-12-01 11:19,Foam Rolling,1,1,0,5:00,300 sec,,
2012-12-01 11:19,Overhead Press,2,1,0,45 lbs x 5 reps,,45 lbs,5
2012-12-01 11:19,Overhead Press,2,2,0,65 lbs x 5 reps,,65 lbs,5
2012-12-01 11:19,Overhead Press,2,3,0,85 lbs x 5 reps,,85 lbs,5
2012-12-01 11:19,Overhead Press,2,4,0,105 lbs x 5 reps,,105 lbs,5
2012-12-01 11:19,Overhead Press,2,5,0,105 lbs x 5 reps,,105 lbs,5
2012-12-01 11:19,Overhead Press,2,6,0,105 lbs x 5 reps,,105 lbs,5
2012-12-01 11:19,Goblet Squat,3,1,0,108 lbs x 8 reps,,108 lbs,8
2012-12-01 11:19,Goblet Squat,3,2,1,108 lbs x 8 reps,,108 lbs,8
2012-12-01 11:19,Goblet Squat,3,3,1,108 lbs x 7 reps,,108 lbs,7
