Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-12-30 13:16,Foam Rolling,1,1,0,10:00,600 sec,,
2012-12-30 13:16,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-12-30 13:16,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-12-30 13:16,Overhead Press,3,2,0,65 lbs x 5 reps,,65 lbs,5
2012-12-30 13:16,Overhead Press,3,3,0,95 lbs x 3 reps,,95 lbs,3
2012-12-30 13:16,Overhead Press,3,4,0,110 lbs x 5 reps,,110 lbs,5
2012-12-30 13:16,Overhead Press,3,5,0,110 lbs x 5 reps,,110 lbs,5
2012-12-30 13:16,Overhead Press,3,6,0,110 lbs x 7 reps,,110 lbs,7
2012-12-30 13:16,Squat,4,1,0,95 lbs x 5 reps,,95 lbs,5
2012-12-30 13:16,Squat,4,2,0,135 lbs x 5 reps,,135 lbs,5
2012-12-30 13:16,Squat,4,3,0,155 lbs x 3 reps,,155 lbs,3
2012-12-30 13:16,Squat,4,4,0,185 lbs x 5 reps,,185 lbs,5
2012-12-30 13:16,Squat,4,5,0,185 lbs x 5 reps,,185 lbs,5
2012-12-30 13:16,Squat,4,6,0,185 lbs x 7 reps,,185 lbs,7
