Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-12-28 19:22,Foam Rolling,1,1,0,10:00,600 sec,,
2012-12-28 19:22,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-12-28 19:22,Bench Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-12-28 19:22,Bench Press,3,2,0,95 lbs x 5 reps,,95 lbs,5
2012-12-28 19:22,Bench Press,3,3,0,135 lbs x 3 reps,,135 lbs,3
2012-12-28 19:22,Bench Press,3,4,0,160 lbs x 5 reps,,160 lbs,5
2012-12-28 19:22,Bench Press,3,5,0,160 lbs x 5 reps,,160 lbs,5
2012-12-28 19:22,Bench Press,3,6,1,160 lbs x 8 reps,,160 lbs,8
2012-12-28 19:22,Deadlift,4,1,0,95 lbs x 5 reps,,95 lbs,5
2012-12-28 19:22,Deadlift,4,2,0,135 lbs x 5 reps,,135 lbs,5
2012-12-28 19:22,Deadlift,4,3,0,185 lbs x 5 reps,,185 lbs,5
2012-12-28 19:22,Deadlift,4,4,0,245 lbs x 5 reps,,245 lbs,5
2012-12-28 19:22,Chin-Up,5,1,0,6 reps,,,6
2012-12-28 19:22,Chin-Up,5,2,0,6 reps,,,6
2012-12-28 19:22,Chin-Up,5,3,0,5 reps,,,5
2012-12-28 19:22,Dumbbell Curl,6,1,0,20 lbs x 8 reps,,20 lbs,8
2012-12-28 19:22,Dumbbell Curl,6,2,1,20 lbs x 8 reps,,20 lbs,8
2012-12-28 19:22,Dumbbell Curl,6,3,0,20 lbs x 5 reps,,20 lbs,5
