Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-05-07 10:54,Foam Rolling,1,1,0,10:00,600 sec,,
2013-05-07 10:54,Deadlift,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-05-07 10:54,Deadlift,2,2,0,160 lbs x 5 reps,,160 lbs,5
2013-05-07 10:54,Deadlift,2,3,0,195 lbs x 3 reps,,195 lbs,3
2013-05-07 10:54,Deadlift,2,4,0,240 lbs x 5 reps,,240 lbs,5
2013-05-07 10:54,Deadlift,2,5,0,275 lbs x 3 reps,,275 lbs,3
2013-05-07 10:54,Deadlift,2,6,0,305 lbs x 4 reps,,305 lbs,4
2013-05-07 10:54,Squat,3,1,0,135 lbs x 10 reps,,135 lbs,10
2013-05-07 10:54,Squat,3,2,0,135 lbs x 10 reps,,135 lbs,10
2013-05-07 10:54,Squat,3,3,0,135 lbs x 10 reps,,135 lbs,10
2013-05-07 10:54,Squat,3,4,0,135 lbs x 10 reps,,135 lbs,10
2013-05-07 10:54,Squat,3,5,0,135 lbs x 10 reps,,135 lbs,10
