Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-05-09 10:36,Foam Rolling,1,1,0,12:00,720 sec,,
2013-05-09 10:36,Bench Press,2,1,0,80 lbs x 5 reps,,80 lbs,5
2013-05-09 10:36,Bench Press,2,2,0,95 lbs x 5 reps,,95 lbs,5
2013-05-09 10:36,Bench Press,2,3,0,115 lbs x 3 reps,,115 lbs,3
2013-05-09 10:36,Bench Press,2,4,0,145 lbs x 5 reps,,145 lbs,5
2013-05-09 10:36,Bench Press,2,5,0,165 lbs x 3 reps,,165 lbs,3
2013-05-09 10:36,Bench Press,2,6,1,185 lbs x 5 reps,,185 lbs,5
2013-05-09 10:36,Overhead Press,3,1,0,70 lbs x 10 reps,,70 lbs,10
2013-05-09 10:36,Overhead Press,3,2,0,70 lbs x 10 reps,,70 lbs,10
2013-05-09 10:36,Overhead Press,3,3,0,70 lbs x 10 reps,,70 lbs,10
2013-05-09 10:36,Overhead Press,3,4,0,70 lbs x 10 reps,,70 lbs,10
2013-05-09 10:36,Overhead Press,3,5,0,70 lbs x 10 reps,,70 lbs,10
