Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-05-02 10:46,Foam Rolling,1,1,0,15:00,900 sec,,
2013-05-02 10:46,Bench Press,2,1,0,80 lbs x 5 reps,,80 lbs,5
2013-05-02 10:46,Bench Press,2,2,0,95 lbs x 5 reps,,95 lbs,5
2013-05-02 10:46,Bench Press,2,3,0,115 lbs x 3 reps,,115 lbs,3
2013-05-02 10:46,Bench Press,2,4,0,135 lbs x 3 reps,,135 lbs,3
2013-05-02 10:46,Bench Press,2,5,0,155 lbs x 3 reps,,155 lbs,3
2013-05-02 10:46,Bench Press,2,6,0,175 lbs x 5 reps,,175 lbs,5
2013-05-02 10:46,Weighted Dip,3,1,0,x 10 reps,,,10
2013-05-02 10:46,Weighted Dip,3,2,0,x 10 reps,,,10
2013-05-02 10:46,Weighted Dip,3,3,0,x 10 reps,,,10
2013-05-02 10:46,Weighted Dip,3,4,0,x 10 reps,,,10
2013-05-02 10:46,Weighted Dip,3,5,0,x 10 reps,,,10
