Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-05-10 11:02,Foam Rolling,1,1,0,15:00,900 sec,,
2013-05-10 11:02,Squat,2,1,0,105 lbs x 5 reps,,105 lbs,5
2013-05-10 11:02,Squat,2,2,0,135 lbs x 5 reps,,135 lbs,5
2013-05-10 11:02,Squat,2,3,0,165 lbs x 3 reps,,165 lbs,3
2013-05-10 11:02,Squat,2,4,0,205 lbs x 5 reps,,205 lbs,5
2013-05-10 11:02,Squat,2,5,0,230 lbs x 3 reps,,230 lbs,3
2013-05-10 11:02,Squat,2,6,1,260 lbs x 3 reps,,260 lbs,3
2013-05-10 11:02,Deadlift,3,1,0,160 lbs x 10 reps,,160 lbs,10
2013-05-10 11:02,Deadlift,3,2,0,160 lbs x 10 reps,,160 lbs,10
2013-05-10 11:02,Deadlift,3,3,0,160 lbs x 10 reps,,160 lbs,10
2013-05-10 11:02,Deadlift,3,4,0,160 lbs x 10 reps,,160 lbs,10
2013-05-10 11:02,Deadlift,3,5,0,160 lbs x 10 reps,,160 lbs,10
