Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-09-04 10:26,Foam Rolling,1,1,0,15:00,900 sec,,
2013-09-04 10:26,Squat,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-09-04 10:26,Squat,2,2,0,185 lbs x 5 reps,,185 lbs,5
2013-09-04 10:26,Squat,2,3,0,215 lbs x 5 reps,,215 lbs,5
2013-09-04 10:26,Overhead Press,3,1,0,65 lbs x 5 reps,,65 lbs,5
2013-09-04 10:26,Overhead Press,3,2,0,85 lbs x 5 reps,,85 lbs,5
2013-09-04 10:26,Overhead Press,3,3,0,115 lbs x 5 reps,,115 lbs,5
2013-09-04 10:26,Chin-Up,4,1,0,4 reps,,,4
2013-09-04 10:26,Chin-Up,4,2,0,4 reps,,,4
2013-09-04 10:26,Chin-Up,4,3,0,4 reps,,,4
