Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-09-27 10:37,Foam Rolling,1,1,0,15:00,900 sec,,
2013-09-27 10:37,Deadlift,2,1,0,175 lbs x 5 reps,,175 lbs,5
2013-09-27 10:37,Deadlift,2,2,0,225 lbs x 5 reps,,225 lbs,5
2013-09-27 10:37,Deadlift,2,3,0,260 lbs x 3 reps,,260 lbs,3
2013-09-27 10:37,Deadlift,2,4,0,305 lbs x 3 reps,,305 lbs,3
2013-09-27 10:37,Deadlift,2,5,0,315 lbs x 2 reps,,315 lbs,2
2013-09-27 10:37,Deadlift,2,6,0,315 lbs x 2 reps,,315 lbs,2
2013-09-27 10:37,Deadlift,2,7,1,320 lbs x 3 reps,,320 lbs,3
2013-09-27 10:37,Squat,3,1,0,225 lbs x 4 reps,,225 lbs,4
2013-09-27 10:37,Squat,3,2,0,225 lbs x 4 reps,,225 lbs,4
2013-09-27 10:37,Squat,3,3,0,225 lbs x 4 reps,,225 lbs,4
2013-09-27 10:37,Squat,3,4,0,225 lbs x 4 reps,,225 lbs,4
