Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps,RPE
2014-06-09 06:34,Bench Press,1,1,0,85 lbs x 3 reps @ 5.5,85 lbs,3,6
2014-06-09 06:34,Bench Press,1,2,0,105 lbs x 3 reps @ 6,105 lbs,3,6
2014-06-09 06:34,Bench Press,1,3,0,135 lbs x 3 reps @ 6.5,135 lbs,3,7
2014-06-09 06:34,Bench Press,1,4,0,165 lbs x 3 reps @ 7.5,165 lbs,3,8
2014-06-09 06:34,Bench Press,1,5,0,185 lbs x 3 reps @ 9,185 lbs,3,9
2014-06-09 06:34,Bench Press,1,6,0,175 lbs x 3 reps @ 8,175 lbs,3,8
2014-06-09 06:34,Bench Press,1,7,0,175 lbs x 3 reps @ 8.5,175 lbs,3,9
2014-06-09 06:34,Bench Press,1,8,0,175 lbs x 3 reps @ 9,175 lbs,3,9
2014-06-09 06:34,Squat,2,1,0,95 lbs x 5 reps @ 6,95 lbs,5,6
2014-06-09 06:34,Squat,2,2,0,135 lbs x 5 reps @ 7,135 lbs,5,7
2014-06-09 06:34,Squat,2,3,0,155 lbs x 5 reps @ 8,155 lbs,5,8
2014-06-09 06:34,Squat,2,4,0,175 lbs x 5 reps @ 8.5,175 lbs,5,9
2014-06-09 06:34,Squat,2,5,0,165 lbs x 5 reps @ 9,165 lbs,5,9
2014-06-09 06:34,Chin-Up,3,1,0,5 reps,,5,
2014-06-09 06:34,Chin-Up,3,2,0,5 reps,,5,
2014-06-09 06:34,Chin-Up,3,3,0,5 reps,,5,
2014-06-09 06:34,Chin-Up,3,4,0,5 reps,,5,
