Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-08-13 10:55,Foam Rolling,1,1,0,10:00,600 sec,,
2013-08-13 10:55,Squat,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-08-13 10:55,Squat,2,2,0,175 lbs x 5 reps,,175 lbs,5
2013-08-13 10:55,Squat,2,3,0,205 lbs x 3 reps,,205 lbs,3
2013-08-13 10:55,Squat,2,4,0,240 lbs x 3 reps,,240 lbs,3
2013-08-13 10:55,Squat,2,5,0,245 lbs x 2 reps,,245 lbs,2
2013-08-13 10:55,Squat,2,6,0,245 lbs x 2 reps,,245 lbs,2
2013-08-13 10:55,Squat,2,7,0,250 lbs x 1 reps,,250 lbs,1
2013-08-13 10:55,Squat,2,8,0,250 lbs x 1 reps,,250 lbs,1
2013-08-13 10:55,Squat,2,9,0,250 lbs x 1 reps,,250 lbs,1
2013-08-13 10:55,Squat,2,10,0,180 lbs x 8 reps,,180 lbs,8
2013-08-13 10:55,Squat,2,11,0,180 lbs x 8 reps,,180 lbs,8
2013-08-13 10:55,Squat,2,12,0,180 lbs x 8 reps,,180 lbs,8
2013-08-13 10:55,Chin-Up,3,1,0,8 reps,,,8
2013-08-13 10:55,Chin-Up,3,2,0,8 reps,,,8
2013-08-13 10:55,Chin-Up,3,3,0,3 reps,,,3
