Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-08-08 10:58,Foam Rolling,1,1,0,10:00,600 sec,,
2013-08-08 10:58,Bench Press,2,1,0,95 lbs x 5 reps,,95 lbs,5
2013-08-08 10:58,Bench Press,2,2,0,135 lbs x 5 reps,,135 lbs,5
2013-08-08 10:58,Bench Press,2,3,0,165 lbs x 3 reps,,165 lbs,3
2013-08-08 10:58,Bench Press,2,4,0,170 lbs x 2 reps,,170 lbs,2
2013-08-08 10:58,Bench Press,2,5,0,170 lbs x 2 reps,,170 lbs,2
2013-08-08 10:58,Bench Press,2,6,0,175 lbs x 1 reps,,175 lbs,1
2013-08-08 10:58,Bench Press,2,7,0,175 lbs x 1 reps,,175 lbs,1
2013-08-08 10:58,Bench Press,2,8,0,175 lbs x 1 reps,,175 lbs,1
2013-08-08 10:58,Bench Press,2,9,0,110 lbs x 7 reps,,110 lbs,7
2013-08-08 10:58,Bench Press,2,10,0,110 lbs x 7 reps,,110 lbs,7
2013-08-08 10:58,Bench Press,2,11,0,110 lbs x 7 reps,,110 lbs,7
2013-08-08 10:58,Bench Press,2,12,0,110 lbs x 7 reps,,110 lbs,7
2013-08-08 10:58,Bench Press,2,13,0,110 lbs x 7 reps,,110 lbs,7
2013-08-08 10:58,Overhead Press,3,1,0,95 lbs x 8 reps,,95 lbs,8
2013-08-08 10:58,Overhead Press,3,2,0,95 lbs x 8 reps,,95 lbs,8
2013-08-08 10:58,Overhead Press,3,3,0,95 lbs x 8 reps,,95 lbs,8
2013-08-08 10:58,Weighted Dip,4,1,0,x 12 reps,,,12
2013-08-08 10:58,Weighted Dip,4,2,0,x 12 reps,,,12
2013-08-08 10:58,Weighted Dip,4,3,0,x 6 reps,,,6
2013-08-08 10:58,Curl,5,1,0,45 lbs x 10 reps,,45 lbs,10
2013-08-08 10:58,Curl,5,2,0,45 lbs x 10 reps,,45 lbs,10
2013-08-08 10:58,Curl,5,3,0,45 lbs x 10 reps,,45 lbs,10
