Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-08-01 11:07,Foam Rolling,1,1,0,10:00,600 sec,,
2013-08-01 11:07,Squat,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-08-01 11:07,Squat,2,2,0,185 lbs x 5 reps,,185 lbs,5
2013-08-01 11:07,Squat,2,3,0,205 lbs x 3 reps,,205 lbs,3
2013-08-01 11:07,Squat,2,4,0,235 lbs x 1 reps,,235 lbs,1
2013-08-01 11:07,Squat,2,5,0,265 lbs x 1 reps,,265 lbs,1
2013-08-01 11:07,Squat,2,6,1,280 lbs x 2 reps,,280 lbs,2
2013-08-01 11:07,Squat,2,7,1,290 lbs x 1 reps,,290 lbs,1
2013-08-01 11:07,Bench Press,3,1,0,95 lbs x 5 reps,,95 lbs,5
2013-08-01 11:07,Bench Press,3,2,0,135 lbs x 5 reps,,135 lbs,5
2013-08-01 11:07,Bench Press,3,3,0,155 lbs x 2 reps,,155 lbs,2
2013-08-01 11:07,Bench Press,3,4,0,185 lbs x 1 reps,,185 lbs,1
2013-08-01 11:07,Bench Press,3,5,1,200 lbs x 2 reps,,200 lbs,2
2013-08-01 11:07,Deadlift,4,1,0,135 lbs x 5 reps,,135 lbs,5
2013-08-01 11:07,Deadlift,4,2,0,185 lbs x 3 reps,,185 lbs,3
2013-08-01 11:07,Deadlift,4,3,0,225 lbs x 2 reps,,225 lbs,2
2013-08-01 11:07,Deadlift,4,4,0,265 lbs x 1 reps,,265 lbs,1
2013-08-01 11:07,Deadlift,4,5,0,295 lbs x 1 reps,,295 lbs,1
2013-08-01 11:07,Deadlift,4,6,0,325 lbs x 2 reps,,325 lbs,2
2013-08-01 11:07,Deadlift,4,7,1,335 lbs x 2 reps,,335 lbs,2
