Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-08-10 14:00,Foam Rolling,1,1,0,10:00,600 sec,,
2013-08-10 14:00,Deadlift,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-08-10 14:00,Deadlift,2,2,0,185 lbs x 5 reps,,185 lbs,5
2013-08-10 14:00,Deadlift,2,3,0,225 lbs x 3 reps,,225 lbs,3
2013-08-10 14:00,Deadlift,2,4,0,275 lbs x 3 reps,,275 lbs,3
2013-08-10 14:00,Deadlift,2,5,0,285 lbs x 2 reps,,285 lbs,2
2013-08-10 14:00,Deadlift,2,6,0,285 lbs x 2 reps,,285 lbs,2
2013-08-10 14:00,Deadlift,2,7,0,295 lbs x 1 reps,,295 lbs,1
2013-08-10 14:00,Deadlift,2,8,0,295 lbs x 1 reps,,295 lbs,1
2013-08-10 14:00,Deadlift,2,9,0,295 lbs x 1 reps,,295 lbs,1
2013-08-10 14:00,Romanian Deadlift,3,1,0,95 lbs x 8 reps,,95 lbs,8
2013-08-10 14:00,Romanian Deadlift,3,2,0,95 lbs x 8 reps,,95 lbs,8
2013-08-10 14:00,Romanian Deadlift,3,3,1,95 lbs x 8 reps,,95 lbs,8
2013-08-10 14:00,Dumbbell Bulgarian Split Squat,4,1,0,30 lbs x 5 reps,,30 lbs,5
2013-08-10 14:00,Dumbbell Bulgarian Split Squat,4,2,0,30 lbs x 5 reps,,30 lbs,5
2013-08-10 14:00,Dumbbell Bulgarian Split Squat,4,3,0,30 lbs x 5 reps,,30 lbs,5
2013-08-10 14:00,Dumbbell Bulgarian Split Squat,4,4,1,30 lbs x 5 reps,,30 lbs,5
2013-08-10 14:00,Chin-Up,5,1,0,8 reps,,,8
2013-08-10 14:00,Chin-Up,5,2,0,8 reps,,,8
2013-08-10 14:00,Chin-Up,5,3,0,4 reps,,,4
