Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-11-24 15:53,Foam Rolling,1,1,0,20:00,1200 sec,,
2012-11-24 15:53,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-11-24 15:53,Squat,3,1,0,95 lbs x 5 reps,,95 lbs,5
2012-11-24 15:53,Squat,3,2,0,135 lbs x 5 reps,,135 lbs,5
2012-11-24 15:53,Squat,3,3,0,165 lbs x 3 reps,,165 lbs,3
2012-11-24 15:53,Squat,3,4,0,185 lbs x 5 reps,,185 lbs,5
2012-11-24 15:53,Squat,3,5,0,185 lbs x 5 reps,,185 lbs,5
2012-11-24 15:53,Squat,3,6,1,185 lbs x 5 reps,,185 lbs,5
2012-11-24 15:53,Dumbbell Bench Press,4,1,0,25 lbs x 5 reps,,25 lbs,5
2012-11-24 15:53,Dumbbell Bench Press,4,2,1,50 lbs x 5 reps,,50 lbs,5
2012-11-24 15:53,Bench Press,5,1,0,95 lbs x 5 reps,,95 lbs,5
2012-11-24 15:53,Bench Press,5,2,0,125 lbs x 3 reps,,125 lbs,3
2012-11-24 15:53,Bench Press,5,3,0,147.5 lbs x 5 reps,,147.5 lbs,5
2012-11-24 15:53,Bench Press,5,4,0,147.5 lbs x 5 reps,,147.5 lbs,5
2012-11-24 15:53,Bench Press,5,5,1,147.5 lbs x 7 reps,,147.5 lbs,7
2012-11-24 15:53,Chin-Up,6,1,0,6 reps,,,6
2012-11-24 15:53,Chin-Up,6,2,0,6 reps,,,6
2012-11-24 15:53,Chin-Up,6,3,0,4 reps,,,4
