Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-11-27 10:00,Foam Rolling,1,1,0,22:00,1320 sec,,
2012-11-27 10:00,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-11-27 10:00,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-11-27 10:00,Overhead Press,3,2,0,65 lbs x 5 reps,,65 lbs,5
2012-11-27 10:00,Overhead Press,3,3,0,85 lbs x 5 reps,,85 lbs,5
2012-11-27 10:00,Overhead Press,3,4,0,100 lbs x 5 reps,,100 lbs,5
2012-11-27 10:00,Overhead Press,3,5,0,100 lbs x 5 reps,,100 lbs,5
2012-11-27 10:00,Overhead Press,3,6,1,100 lbs x 10 reps,,100 lbs,10
2012-11-27 10:00,Squat,4,1,0,45 lbs x 5 reps,,45 lbs,5
2012-11-27 10:00,Squat,4,2,0,95 lbs x 5 reps,,95 lbs,5
2012-11-27 10:00,Squat,4,3,0,135 lbs x 5 reps,,135 lbs,5
2012-11-27 10:00,Squat,4,4,0,165 lbs x 3 reps,,165 lbs,3
2012-11-27 10:00,Squat,4,5,0,190 lbs x 5 reps,,190 lbs,5
2012-11-27 10:00,Squat,4,6,0,190 lbs x 5 reps,,190 lbs,5
2012-11-27 10:00,Squat,4,7,1,190 lbs x 5 reps,,190 lbs,5
2012-11-27 10:00,Weighted Dip,5,1,0,x 8 reps,,,8
2012-11-27 10:00,Weighted Dip,5,2,0,x 8 reps,,,8
2012-11-27 10:00,Weighted Dip,5,3,0,x 8 reps,,,8
