Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-11-09 10:15,Foam Rolling,1,1,0,10:00,600 sec,,
2012-11-09 10:15,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-11-09 10:15,Bench Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-11-09 10:15,Bench Press,3,2,0,85 lbs x 5 reps,,85 lbs,5
2012-11-09 10:15,Bench Press,3,3,0,115 lbs x 3 reps,,115 lbs,3
2012-11-09 10:15,Bench Press,3,4,0,140 lbs x 5 reps,,140 lbs,5
2012-11-09 10:15,Bench Press,3,5,0,140 lbs x 5 reps,,140 lbs,5
2012-11-09 10:15,Bench Press,3,6,1,140 lbs x 9 reps,,140 lbs,9
2012-11-09 10:15,Deadlift,4,1,0,65 lbs x 5 reps,,65 lbs,5
2012-11-09 10:15,Deadlift,4,2,0,95 lbs x 5 reps,,95 lbs,5
2012-11-09 10:15,Deadlift,4,3,0,135 lbs x 5 reps,,135 lbs,5
2012-11-09 10:15,Deadlift,4,4,1,185 lbs x 5 reps,,185 lbs,5
2012-11-09 10:15,Chin-Up,5,1,0,6 reps,,,6
2012-11-09 10:15,Chin-Up,5,2,0,6 reps,,,6
2012-11-09 10:15,Chin-Up,5,3,0,6 reps,,,6
