Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2012-11-11 16:57,Foam Rolling,1,1,0,25:00,1500 sec,,
2012-11-11 16:57,Goblet Squat,2,1,0,35 lbs x 10 reps,,35 lbs,10
2012-11-11 16:57,Overhead Press,3,1,0,45 lbs x 5 reps,,45 lbs,5
2012-11-11 16:57,Overhead Press,3,2,0,75 lbs x 5 reps,,75 lbs,5
2012-11-11 16:57,Overhead Press,3,3,0,95 lbs x 3 reps,,95 lbs,3
2012-11-11 16:57,Overhead Press,3,4,0,107.5 lbs x 5 reps,,107.5 lbs,5
2012-11-11 16:57,Overhead Press,3,5,0,107.5 lbs x 5 reps,,107.5 lbs,5
2012-11-11 16:57,Overhead Press,3,6,1,107.5 lbs x 5 reps,,107.5 lbs,5
2012-11-11 16:57,Squat,4,1,0,95 lbs x 5 reps,,95 lbs,5
2012-11-11 16:57,Squat,4,2,0,125 lbs x 5 reps,,125 lbs,5
2012-11-11 16:57,Squat,4,3,0,145 lbs x 3 reps,,145 lbs,3
2012-11-11 16:57,Squat,4,4,0,170 lbs x 5 reps,,170 lbs,5
2012-11-11 16:57,Squat,4,5,0,170 lbs x 5 reps,,170 lbs,5
2012-11-11 16:57,Squat,4,6,1,170 lbs x 5 reps,,170 lbs,5
2012-11-11 16:57,Weighted Dip,5,1,0,x 8 reps,,,8
2012-11-11 16:57,Weighted Dip,5,2,0,x 8 reps,,,8
2012-11-11 16:57,Weighted Dip,5,3,0,x 8 reps,,,8
