Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-10-07 10:25,Foam Rolling,1,1,0,15:00,900 sec,,
2013-10-07 10:25,Squat,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-10-07 10:25,Squat,2,2,0,185 lbs x 5 reps,,185 lbs,5
2013-10-07 10:25,Squat,2,3,0,215 lbs x 5 reps,,215 lbs,5
2013-10-07 10:25,Squat,2,4,0,215 lbs x 5 reps,,215 lbs,5
2013-10-07 10:25,Squat,2,5,0,215 lbs x 5 reps,,215 lbs,5
2013-10-07 10:25,Overhead Press,3,1,0,75 lbs x 5 reps,,75 lbs,5
2013-10-07 10:25,Overhead Press,3,2,0,95 lbs x 5 reps,,95 lbs,5
2013-10-07 10:25,Overhead Press,3,3,0,115 lbs x 5 reps,,115 lbs,5
2013-10-07 10:25,Overhead Press,3,4,0,115 lbs x 5 reps,,115 lbs,5
2013-10-07 10:25,Overhead Press,3,5,0,115 lbs x 5 reps,,115 lbs,5
2013-10-07 10:25,Chin-Up,4,1,0,5 reps,,,5
2013-10-07 10:25,Chin-Up,4,2,0,5 reps,,,5
2013-10-07 10:25,Chin-Up,4,3,0,5 reps,,,5
