Performed At,Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
2013-10-09 18:47,Foam Rolling,1,1,0,15:00,900 sec,,
2013-10-09 18:47,Squat,2,1,0,135 lbs x 5 reps,,135 lbs,5
2013-10-09 18:47,Squat,2,2,0,185 lbs x 3 reps,,185 lbs,3
2013-10-09 18:47,Squat,2,3,0,225 lbs x 1 reps,,225 lbs,1
2013-10-09 18:47,Squat,2,4,0,265 lbs x 1 reps,,265 lbs,1
2013-10-09 18:47,Squat,2,5,0,285 lbs x 1 reps,,285 lbs,1
2013-10-09 18:47,Squat,2,6,1,300 lbs x 1 reps,,300 lbs,1
2013-10-09 18:47,Overhead Press,3,1,0,65 lbs x 5 reps,,65 lbs,5
2013-10-09 18:47,Overhead Press,3,2,0,95 lbs x 3 reps,,95 lbs,3
2013-10-09 18:47,Overhead Press,3,3,0,115 lbs x 1 reps,,115 lbs,1
2013-10-09 18:47,Overhead Press,3,4,0,135 lbs x 1 reps,,135 lbs,1
2013-10-09 18:47,Overhead Press,3,5,1,150 lbs x 2 reps,,150 lbs,2
2013-10-09 18:47,Deadlift,4,1,0,185 lbs x 5 reps,,185 lbs,5
2013-10-09 18:47,Deadlift,4,2,0,225 lbs x 3 reps,,225 lbs,3
2013-10-09 18:47,Deadlift,4,3,0,275 lbs x 1 reps,,275 lbs,1
2013-10-09 18:47,Deadlift,4,4,0,315 lbs x 1 reps,,315 lbs,1
2013-10-09 18:47,Deadlift,4,5,1,355 lbs x 2 reps,,355 lbs,2
2013-10-09 18:47,Bench Press,5,1,0,95 lbs x 5 reps,,95 lbs,5
2013-10-09 18:47,Bench Press,5,2,0,135 lbs x 3 reps,,135 lbs,3
2013-10-09 18:47,Bench Press,5,3,0,185 lbs x 1 reps,,185 lbs,1
2013-10-09 18:47,Bench Press,5,4,0,205 lbs x 1 reps,,205 lbs,1
2013-10-09 18:47,Bench Press,5,5,1,215 lbs x 1 reps,,215 lbs,1
