Performed At,Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
2013-10-30 09:31,Squat,1,1,0,135 lbs x 5 reps,135 lbs,5
2013-10-30 09:31,Squat,1,2,0,160 lbs x 5 reps,160 lbs,5
2013-10-30 09:31,Squat,1,3,0,190 lbs x 5 reps,190 lbs,5
2013-10-30 09:31,Squat,1,4,0,190 lbs x 5 reps,190 lbs,5
2013-10-30 09:31,Overhead Press,2,1,0,85 lbs x 5 reps,85 lbs,5
2013-10-30 09:31,Overhead Press,2,2,0,100 lbs x 5 reps,100 lbs,5
2013-10-30 09:31,Overhead Press,2,3,0,120 lbs x 5 reps,120 lbs,5
2013-10-30 09:31,Overhead Press,2,4,1,145 lbs x 5 reps,145 lbs,5
2013-10-30 09:31,Deadlift,3,1,0,195 lbs x 5 reps,195 lbs,5
2013-10-30 09:31,Deadlift,3,2,0,230 lbs x 5 reps,230 lbs,5
2013-10-30 09:31,Deadlift,3,3,0,270 lbs x 5 reps,270 lbs,5
2013-10-30 09:31,Deadlift,3,4,1,310 lbs x 5 reps,310 lbs,5
